Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Transaction Date
TXN_4878378,tea,1.0,1.5,1.5,2023-02-20
TXN_2484241,cake,3.0,3.0,9.0,2023-07-19
TXN_2368126,cake,5.0,3.0,15.0,2023-12-06
TXN_7943008,coffee,1.0,2.0,2.0,2023-02-06
TXN_8495063,juice,1.0,3.0,8.0,2023-05-31
TXN_4811133,salad,2.0,5.0,10.0,2023-08-11
TXN_8729570,tea,5.0,1.5,7.5,2023-09-03
TXN_7623634,cake,2.0,3.0,8.0,2023-07-11
TXN_9336980,salad,4.0,3.0,20.0,2023-06-06
TXN_3424331,cake,4.0,3.0,12.0,2023-01-18
TXN_5072031,cake,2.0,3.0,6.0,2023-03-23
TXN_4031509,juice,4.0,3.0,16.0,2023-01-04
TXN_5265095,coffee,1.0,2.0,2.0,2023-06-23
TXN_6541415,unknown,3.0,3.0,12.0,2023-11-25
TXN_4108138,coffee,5.0,2.0,10.0,2023-08-03
TXN_1909796,smoothie,2.0,4.0,8.0,2023-07-12
TXN_1928241,coffee,3.0,2.0,6.0,2023-04-30
TXN_8013032,coffee,2.0,2.0,4.0,2023-03-07
TXN_8301424,juice,2.0,3.0,6.0,2023-06-27
TXN_1093800,sandwich,3.0,4.0,12.0,2023-02-06
TXN_7965998,juice,1.0,3.0,3.0,2023-11-02
TXN_9238666,cookie,1.0,3.0,1.0,2023-07-31
TXN_1631695,tea,2.0,1.5,3.0,2023-09-19
TXN_1435086,cake,5.0,3.0,15.0,2023-02-09
TXN_3226832,unknown,5.0,4.0,20.0,2023-09-04
TXN_1648671,sandwich,3.0,4.0,12.0,2023-05-21
TXN_4062737,cake,3.0,3.0,9.0,2023-07-02
TXN_3494565,juice,2.0,4.0,8.0,2023-07-10
TXN_9249507,cookie,4.0,1.0,4.0,2023-11-21
TXN_4689500,sandwich,4.0,4.0,16.0,2023-12-02
TXN_8989148,tea,2.0,1.5,8.0,2023-11-25
TXN_8316826,coffee,3.0,2.0,6.0,2023-04-17
TXN_9836934,cookie,3.0,1.0,3.0,2023-03-13
TXN_8005489,cake,3.0,3.0,9.0,2023-08-12
TXN_6463132,cookie,5.0,1.0,5.0,2023-02-06
TXN_3925836,cookie,3.0,1.0,3.0,2023-02-16
TXN_5075974,smoothie,3.0,4.0,16.0,2023-04-11
TXN_3978874,smoothie,5.0,4.0,20.0,2023-03-13
TXN_8955912,sandwich,1.0,4.0,4.0,2023-11-07
TXN_1136554,smoothie,3.0,4.0,12.0,2023-03-26
TXN_8007337,cake,2.0,3.0,6.0,2023-11-01
TXN_8129834,salad,1.0,5.0,5.0,2023-07-22
TXN_3831848,unknown,1.0,4.0,4.0,2023-11-03
TXN_5365809,cake,3.0,3.0,9.0,2023-09-14
TXN_8166407,smoothie,2.0,3.0,8.0,2023-07-26
TXN_6629480,smoothie,5.0,4.0,20.0,2023-02-28
TXN_3833797,coffee,4.0,2.0,8.0,2023-01-27
TXN_2643815,cookie,3.0,1.0,3.0,2023-12-06
TXN_2996519,cake,5.0,3.0,15.0,2023-01-19
TXN_8810894,smoothie,1.0,4.0,4.0,2023-02-20
TXN_7412722,juice,4.0,3.0,12.0,2023-04-07
TXN_3937509,smoothie,2.0,4.0,8.0,2023-03-20
TXN_6000201,cookie,3.0,1.0,3.0,2023-02-16
TXN_1714274,cookie,4.0,1.0,4.0,2023-12-27
TXN_3800182,tea,2.0,3.0,3.0,2023-10-26
TXN_5115080,juice,5.0,3.0,15.0,2023-02-18
TXN_9788956,juice,3.0,3.0,12.0,2023-04-11
TXN_6311602,juice,3.0,3.0,9.0,2023-05-15
TXN_2950680,coffee,2.0,2.0,4.0,2023-12-10
TXN_6749847,cake,2.0,3.0,6.0,2023-08-15
TXN_2143187,smoothie,1.0,4.0,4.0,2023-04-21
TXN_8964522,juice,3.0,3.0,9.0,2023-10-28
TXN_4088917,coffee,3.0,2.0,6.0,2023-02-04
TXN_3779366,cookie,1.0,1.0,1.0,2023-04-15
TXN_7724048,smoothie,1.0,4.0,4.0,2023-11-12
TXN_2698591,tea,5.0,1.5,7.5,2023-08-05
TXN_3171373,smoothie,3.0,4.0,12.0,2023-05-10
TXN_4129248,sandwich,2.0,4.0,8.0,2023-02-06
TXN_6498163,smoothie,5.0,4.0,20.0,2023-07-15
TXN_6717827,error,3.0,5.0,15.0,2023-11-15
TXN_9089898,salad,3.0,3.0,15.0,2023-01-11
TXN_8587583,cake,1.0,3.0,3.0,2023-10-01
TXN_3857960,salad,4.0,5.0,20.0,2023-04-26
TXN_3499124,error,4.0,4.0,16.0,2023-08-25
TXN_9250710,salad,1.0,5.0,5.0,2023-05-28
TXN_7058377,juice,1.0,3.0,3.0,2023-04-30
TXN_6766492,salad,1.0,5.0,5.0,2023-01-14
TXN_9879996,coffee,4.0,2.0,8.0,2023-03-01
TXN_4291940,cake,3.0,3.0,9.0,2023-11-13
TXN_7433461,cookie,2.0,1.0,2.0,2023-07-09
TXN_4068262,salad,2.0,5.0,10.0,2023-05-13
TXN_5761073,cookie,1.0,1.0,1.0,2023-02-06
TXN_5047447,salad,1.0,5.0,5.0,2023-12-27
TXN_6623508,cookie,5.0,1.0,5.0,2023-05-18
TXN_2651216,unknown,3.0,4.0,12.0,2023-04-04
TXN_9350833,cake,1.0,3.0,3.0,2023-01-17
TXN_8377564,cake,5.0,3.0,15.0,2023-07-14
TXN_7031118,salad,1.0,5.0,5.0,2023-03-29
TXN_2230167,cake,4.0,3.0,12.0,2023-09-22
TXN_6446616,tea,3.0,1.5,4.5,2023-09-30
TXN_1721827,cake,4.0,3.0,12.0,2023-08-22
TXN_6334895,smoothie,1.0,4.0,4.0,2023-07-27
TXN_7077119,error,1.0,4.0,4.0,2023-12-30
TXN_8562645,salad,3.0,5.0,8.0,2023-05-18
TXN_4700144,coffee,4.0,2.0,8.0,2023-12-21
TXN_5526852,sandwich,5.0,4.0,8.0,2023-09-28
TXN_6846228,salad,3.0,3.0,15.0,2023-11-16
TXN_8570890,juice,4.0,3.0,12.0,2023-04-14
TXN_3205009,error,2.0,1.5,3.0,2023-01-03
TXN_3786188,tea,3.0,1.5,4.5,2023-10-20
TXN_4530804,coffee,4.0,2.0,8.0,2023-01-12
TXN_9642066,sandwich,3.0,4.0,12.0,2023-08-31
TXN_7328294,juice,2.0,3.0,6.0,2023-07-07
TXN_1908636,tea,2.0,1.5,3.0,2023-02-06
TXN_9238066,juice,5.0,1.5,7.5,2023-09-15
TXN_5415901,cake,2.0,3.0,6.0,2023-10-21
TXN_6714420,error,2.0,3.0,6.0,2023-03-30
TXN_6616971,juice,2.0,3.0,6.0,2023-09-02
TXN_7803615,salad,3.0,5.0,15.0,2023-12-13
TXN_7549542,cookie,5.0,1.0,5.0,2023-02-06
TXN_3544789,tea,4.0,1.5,8.0,2023-07-14
TXN_1583597,salad,1.0,5.0,5.0,2023-05-10
TXN_8472308,cookie,2.0,1.0,2.0,2023-08-19
TXN_1967565,smoothie,5.0,4.0,20.0,2023-03-31
TXN_2029497,sandwich,2.0,4.0,8.0,2023-01-06
TXN_8929774,error,3.0,3.0,9.0,2023-10-02
TXN_5003018,cookie,4.0,1.0,8.0,2023-02-06
TXN_7852990,sandwich,5.0,4.0,20.0,2023-07-10
TXN_2534066,salad,2.0,5.0,10.0,2023-10-13
TXN_2059647,tea,1.0,1.5,1.5,2023-05-29
TXN_2485183,smoothie,5.0,4.0,20.0,2023-07-07
TXN_7374846,sandwich,1.0,4.0,4.0,2023-05-29
TXN_9401522,sandwich,4.0,4.0,16.0,2023-11-16
TXN_8250651,sandwich,4.0,4.0,16.0,2023-03-13
TXN_7191245,cake,4.0,3.0,12.0,2023-05-22
TXN_8982764,cake,5.0,3.0,15.0,2023-11-23
TXN_8669422,juice,4.0,3.0,12.0,2023-10-15
TXN_1153869,smoothie,5.0,4.0,20.0,2023-11-03
TXN_5043774,sandwich,3.0,4.0,12.0,2023-06-08
TXN_1746320,salad,1.0,5.0,5.0,2023-11-14
TXN_1077129,cookie,1.0,1.0,1.0,2023-09-12
TXN_4865338,sandwich,3.0,4.0,16.0,2023-11-26
TXN_5616583,smoothie,1.0,4.0,4.0,2023-10-13
TXN_2078474,cookie,2.0,1.0,2.0,2023-11-03
TXN_2130245,smoothie,5.0,4.0,20.0,2023-11-13
TXN_3229409,juice,3.0,3.0,8.0,2023-04-15
TXN_9076216,cake,1.0,3.0,3.0,2023-12-17
TXN_6371987,tea,5.0,1.5,8.0,2023-03-13
TXN_9913877,error,2.0,2.0,4.0,2023-05-09
TXN_2084377,smoothie,1.0,4.0,4.0,2023-10-22
TXN_1842675,error,4.0,1.0,4.0,2023-06-23
TXN_8605813,cookie,1.0,1.0,1.0,2023-06-30
TXN_9755352,sandwich,5.0,4.0,20.0,2023-05-13
TXN_7550498,juice,5.0,3.0,15.0,2023-02-06
TXN_2305908,coffee,3.0,2.0,8.0,2023-04-25
TXN_6953697,unknown,3.0,4.0,12.0,2023-05-27
TXN_3495950,juice,4.0,3.0,6.0,2023-02-19
TXN_7557340,tea,5.0,1.5,7.5,2023-12-11
TXN_1157817,smoothie,1.0,4.0,4.0,2023-04-25
TXN_2020318,tea,3.0,1.5,4.5,2023-10-12
TXN_8692094,coffee,5.0,2.0,10.0,2023-08-30
TXN_5307411,cake,3.0,3.0,8.0,2023-10-21
TXN_9703120,coffee,3.0,2.0,6.0,2023-11-02
TXN_1289133,juice,1.0,3.0,3.0,2023-09-19
TXN_2031459,cake,3.0,3.0,9.0,2023-07-04
TXN_1333682,smoothie,1.0,4.0,4.0,2023-01-28
TXN_2256622,cookie,2.0,3.0,2.0,2023-10-04
TXN_1623966,tea,2.0,1.5,3.0,2023-02-06
TXN_4912930,smoothie,3.0,4.0,12.0,2023-02-26
TXN_4942692,coffee,2.0,2.0,4.0,2023-01-15
TXN_3723007,tea,3.0,1.5,4.5,2023-05-18
TXN_7922392,sandwich,3.0,4.0,12.0,2023-05-03
TXN_7498727,salad,3.0,5.0,15.0,2023-11-06
TXN_1222338,cookie,1.0,1.0,1.0,2023-10-11
TXN_6878866,smoothie,3.0,4.0,12.0,2023-02-25
TXN_1260335,cookie,4.0,1.0,4.0,2023-02-06
TXN_9223242,smoothie,2.0,4.0,8.0,2023-09-10
TXN_6244211,smoothie,2.0,4.0,8.0,2023-08-11
TXN_5446858,juice,1.0,1.0,1.0,2023-11-07
TXN_4612864,tea,3.0,1.5,4.5,2023-02-14
TXN_5411381,cookie,3.0,1.0,1.0,2023-04-28
TXN_3047598,cookie,1.0,1.0,1.0,2023-09-06
TXN_5754317,coffee,2.0,3.0,4.0,2023-01-10
TXN_7496926,sandwich,3.0,4.0,12.0,2023-04-23
TXN_1726858,smoothie,3.0,4.0,12.0,2023-02-06
TXN_7559388,salad,4.0,5.0,20.0,2023-02-26
TXN_8540499,cookie,3.0,1.0,3.0,2023-01-22
TXN_4225756,cookie,3.0,1.0,3.0,2023-03-10
TXN_6795640,cookie,4.0,1.0,4.0,2023-01-28
TXN_6702428,coffee,5.0,2.0,10.0,2023-08-11
TXN_8955259,error,2.0,4.0,8.0,2023-11-18
TXN_4639319,coffee,5.0,2.0,10.0,2023-01-09
TXN_5997803,coffee,5.0,2.0,10.0,2023-12-03
TXN_1340956,error,4.0,2.0,8.0,2023-10-26
TXN_1259671,sandwich,3.0,4.0,12.0,2023-10-08
TXN_8319993,juice,1.0,3.0,3.0,2023-08-06
TXN_8894157,sandwich,4.0,4.0,16.0,2023-02-06
TXN_7838964,sandwich,3.0,4.0,12.0,2023-06-15
TXN_2773987,smoothie,5.0,4.0,20.0,2023-01-11
TXN_1158829,tea,1.0,3.0,1.5,2023-10-02
TXN_2523298,juice,4.0,3.0,6.0,2023-03-25
TXN_8685737,smoothie,2.0,4.0,8.0,2023-11-02
TXN_5634135,cookie,2.0,3.0,2.0,2023-01-27
TXN_1524626,smoothie,2.0,4.0,8.0,2023-12-29
TXN_7275407,smoothie,2.0,4.0,8.0,2023-10-20
TXN_2889622,juice,4.0,3.0,12.0,2023-11-01
TXN_6849113,cookie,3.0,1.0,1.0,2023-07-14
TXN_2265316,cookie,3.0,1.0,3.0,2023-12-29
TXN_9472241,salad,3.0,5.0,15.0,2023-06-30
TXN_7345414,salad,1.0,3.0,5.0,2023-02-15
TXN_4473352,cake,1.0,3.0,3.0,2023-11-16
TXN_2814363,tea,2.0,1.5,3.0,2023-07-02
TXN_1846004,juice,3.0,3.0,9.0,2023-05-21
TXN_7140471,cake,1.0,3.0,3.0,2023-05-25
TXN_3119542,smoothie,1.0,4.0,4.0,2023-10-31
TXN_7773968,sandwich,5.0,4.0,20.0,2023-02-24
TXN_9081088,tea,2.0,1.5,3.0,2023-02-27
TXN_8559167,sandwich,5.0,4.0,8.0,2023-12-09
TXN_1130191,smoothie,2.0,4.0,8.0,2023-04-06
TXN_5215451,sandwich,5.0,4.0,20.0,2023-11-02
TXN_1040764,coffee,3.0,2.0,6.0,2023-07-27
TXN_5457133,juice,5.0,3.0,15.0,2023-03-03
TXN_8365478,juice,3.0,4.0,12.0,2023-02-06
TXN_2100697,coffee,3.0,2.0,6.0,2023-09-19
TXN_7676968,smoothie,4.0,4.0,16.0,2023-02-21
TXN_5726998,cake,3.0,3.0,9.0,2023-08-12
TXN_4134594,sandwich,3.0,4.0,12.0,2023-09-27
TXN_5079340,cookie,4.0,1.0,4.0,2023-08-18
TXN_8276635,juice,4.0,4.0,16.0,2023-12-16
TXN_1380601,tea,4.0,1.5,6.0,2023-03-11
TXN_3959152,juice,1.0,3.0,3.0,2023-05-21
TXN_7776739,tea,2.0,1.5,3.0,2023-02-23
TXN_7569615,error,2.0,3.0,6.0,2023-06-07
TXN_8703771,cake,5.0,3.0,15.0,2023-05-12
TXN_2052395,smoothie,3.0,4.0,12.0,2023-07-06
TXN_9421441,juice,2.0,4.0,8.0,2023-06-20
TXN_9065402,unknown,1.0,5.0,5.0,2023-12-22
TXN_3638955,cookie,2.0,3.0,2.0,2023-09-02
TXN_2635532,error,4.0,4.0,16.0,2023-01-14
TXN_8256593,salad,2.0,5.0,10.0,2023-08-09
TXN_9271457,cake,3.0,3.0,9.0,2023-02-27
TXN_5392603,coffee,1.0,2.0,2.0,2023-05-14
TXN_6319728,coffee,3.0,2.0,4.0,2023-07-18
TXN_9263299,cookie,2.0,1.0,2.0,2023-10-08
TXN_2301505,cake,5.0,3.0,15.0,2023-03-21
TXN_5895177,cake,5.0,3.0,15.0,2023-08-16
TXN_8751516,tea,3.0,1.5,4.5,2023-02-06
TXN_8147357,tea,5.0,1.5,7.5,2023-04-20
TXN_1436343,cookie,1.0,1.0,1.0,2023-11-26
TXN_2214698,salad,4.0,5.0,20.0,2023-10-10
TXN_7480234,salad,1.0,5.0,5.0,2023-05-10
TXN_3283097,error,5.0,2.0,10.0,2023-02-28
TXN_2633602,unknown,2.0,3.0,6.0,2023-02-02
TXN_3093219,juice,5.0,3.0,8.0,2023-01-28
TXN_3515730,juice,1.0,1.0,1.0,2023-08-14
TXN_3665733,coffee,5.0,2.0,10.0,2023-02-06
TXN_4010658,tea,5.0,1.5,7.5,2023-09-26
TXN_1454467,juice,3.0,3.0,9.0,2023-03-15
TXN_2598728,cake,2.0,3.0,6.0,2023-01-13
TXN_3390285,tea,2.0,1.5,3.0,2023-02-06
TXN_8224079,cookie,5.0,1.0,5.0,2023-10-16
TXN_1916339,cake,1.0,3.0,3.0,2023-07-15
TXN_8611035,sandwich,5.0,4.0,20.0,2023-05-28
TXN_3595735,tea,4.0,1.5,6.0,2023-03-26
TXN_4884822,cookie,1.0,1.0,1.0,2023-04-23
TXN_3668051,cake,1.0,3.0,3.0,2023-11-17
TXN_6169633,salad,4.0,5.0,20.0,2023-12-20
TXN_3884811,coffee,4.0,2.0,8.0,2023-06-10
TXN_7050740,error,1.0,3.0,3.0,2023-07-12
TXN_1234097,cookie,4.0,3.0,4.0,2023-12-04
TXN_4518102,tea,5.0,1.5,7.5,2023-02-08
TXN_5939055,coffee,3.0,2.0,8.0,2023-10-21
TXN_7809183,error,4.0,1.0,4.0,2023-09-08
TXN_6071202,error,1.0,1.0,1.0,2023-06-07
TXN_8158496,tea,4.0,1.5,6.0,2023-06-19
TXN_2726848,cake,5.0,3.0,8.0,2023-09-11
TXN_3666858,cake,4.0,3.0,12.0,2023-12-27
TXN_5499915,cookie,2.0,1.0,2.0,2023-02-01
TXN_4660753,juice,3.0,3.0,3.0,2023-10-04
TXN_8089522,sandwich,4.0,3.0,16.0,2023-02-12
TXN_1564754,salad,3.0,5.0,15.0,2023-03-14
TXN_1824506,cake,1.0,3.0,3.0,2023-03-02
TXN_3229758,coffee,4.0,2.0,8.0,2023-02-06
TXN_3677592,sandwich,2.0,4.0,8.0,2023-05-29
TXN_1002457,cookie,5.0,1.0,5.0,2023-09-29
TXN_8056263,smoothie,5.0,4.0,20.0,2023-04-20
TXN_4732351,sandwich,1.0,4.0,4.0,2023-04-22
TXN_8049191,cake,3.0,3.0,9.0,2023-07-31
TXN_4980036,cake,2.0,3.0,6.0,2023-01-05
TXN_3022839,coffee,5.0,2.0,10.0,2023-08-25
TXN_7701070,coffee,5.0,2.0,10.0,2023-07-28
TXN_8048037,sandwich,2.0,4.0,8.0,2023-03-31
TXN_4619029,sandwich,3.0,4.0,12.0,2023-02-06
TXN_4444463,cake,4.0,3.0,12.0,2023-05-16
TXN_1887522,sandwich,4.0,4.0,16.0,2023-02-20
TXN_6908953,tea,1.0,1.5,1.5,2023-12-08
TXN_4759769,sandwich,1.0,4.0,4.0,2023-08-03
TXN_2254479,tea,2.0,1.5,3.0,2023-08-03
TXN_7555408,salad,2.0,5.0,10.0,2023-06-06
TXN_6857943,cake,5.0,3.0,15.0,2023-01-08
TXN_4796350,error,3.0,4.0,12.0,2023-02-06
TXN_9552845,sandwich,3.0,4.0,12.0,2023-02-18
TXN_6769465,juice,5.0,3.0,15.0,2023-06-13
TXN_7438831,coffee,5.0,3.0,10.0,2023-12-24
TXN_3871837,tea,3.0,1.5,4.5,2023-12-15
TXN_3656762,sandwich,2.0,4.0,8.0,2023-07-31
TXN_4980282,cake,1.0,3.0,3.0,2023-10-22
TXN_3580786,tea,1.0,3.0,1.5,2023-03-28
TXN_4355728,juice,4.0,3.0,12.0,2023-03-06
TXN_2508476,smoothie,5.0,4.0,20.0,2023-04-14
TXN_1325631,cake,4.0,3.0,12.0,2023-02-11
TXN_8209125,cookie,3.0,1.0,3.0,2023-01-30
TXN_1751164,salad,2.0,5.0,10.0,2023-09-11
TXN_3730415,cake,4.0,3.0,12.0,2023-04-09
TXN_4134253,tea,4.0,1.5,6.0,2023-10-07
TXN_3256497,coffee,2.0,2.0,4.0,2023-08-20
TXN_8763180,smoothie,1.0,4.0,8.0,2023-04-16
TXN_3219175,sandwich,5.0,4.0,20.0,2023-02-23
TXN_6234872,smoothie,1.0,4.0,8.0,2023-12-23
TXN_7919440,tea,4.0,1.5,6.0,2023-08-19
TXN_7558641,coffee,1.0,2.0,2.0,2023-12-22
TXN_9940220,juice,2.0,3.0,6.0,2023-03-05
TXN_8805984,juice,2.0,3.0,6.0,2023-02-06
TXN_2130483,tea,4.0,1.5,6.0,2023-11-25
TXN_1972584,sandwich,5.0,4.0,20.0,2023-07-10
TXN_3150792,coffee,5.0,2.0,8.0,2023-07-02
TXN_2980008,cake,3.0,3.0,9.0,2023-11-17
TXN_5511805,juice,1.0,3.0,8.0,2023-06-03
TXN_7292548,cookie,4.0,1.0,4.0,2023-03-24
TXN_2169664,smoothie,1.0,4.0,4.0,2023-07-23
